ID,Published,Facebook Page Name,Post,Link,Facebook Media Type,Total Interactions,Facebook Reactions,Facebook Shares,Facebook Comments
486,2025-03-17 19:34:42,Chiclayo Honesto,"CLAUSURAN METRO DE LUIS GONZALES EN CHICLAYO Fiscalía realiza actuaciones preventivas relacionadas a medidas de seguridad en supermercadosAutoridades de la Primera Fiscalía Especializada en Prevención del Delito y Sunafil, realizaron un operativo en supermercados de la ciudad, a fin de determinar las condiciones de seguridad en salvaguarda de la vida e integridad de las personas que concurren a dichos establecimientos.Como resultado de la actuación conjunta se efectuaron observaciones en cuanto a infraestructura, el sistema eléctrico y condiciones de seguridad y sistema contra incendios, de  supermercado Metro de la cuadra 2 de Elías Aguirre, por lo que personal de Fiscalización procedió a su clausura temporal hasta levantar dichas observaciones.",https://www.facebook.com/391801974635047/posts/966960295602812,Photo,402,325,37,40
487,2025-03-18 00:58:09,Canal Digital Trujillo Limpio,SE ACABA DE CAER EL TECHO DE BEMBOS DEL MALL PLAZA,https://www.facebook.com/102255602001384/posts/994966402735071,Status,1390,1075,202,113
488,2025-03-18 12:13:37,Radio RCC Tacna,#ReporteroCiudadano | Clientes reportan problemas en conductos de agua en Plaza Vea.Personal de limpieza solo coloca baldes para recibir el agua.Imágenes de este lunes 17 en horas de la noche.,https://www.facebook.com/533644226783250/posts/1220398126152421,Native Video,333,207,61,65
489,2025-03-18 17:33:28,La República,Delincuentes amenazaban con cortarle los dedos a su esposa e hija. La policía le pidió que cambie de chip tras los constantes mensajes intimidantes.,https://www.facebook.com/94604237016/posts/1100536855438630,Link,1413,1046,163,204
490,2025-03-18 21:37:33,Sol TV Perú,"#Trujillo l  ¡CASI UN MES DESAPARECIDA! La enfermera Danicsa Dávalos desapareció el último 23 de febrero y aún se desconoce su paradero. Según declaraciones de sus familiares, ella acudió ese día a una entrevista de trabajo, para ello, la iban a recoger en el óvalo Mochica, después de eso no se supo más de ella. Se conoció que Dávalos habría colaborado con los heridos de la tragedia del Real Plaza. Sus familiares piden a los vecinos de la zona puedan brindar videos de las cámaras de vigilancia, para que la policía la encuentren lo más pronto posible.",https://www.facebook.com/461824697168848/posts/1111527864352283,Photo,2303,918,1312,73
491,2025-03-19 07:27:13,El Poder,"#URGENTE TRUJILLO: ENFERMERA QUE ATENDIÓ A VÍCTIMAS DE LA TRAGEDIA DEL REAL PLAZA LLEVA 22 DÍAS DESAPARECIDA Nayeli Danicsa Dávalos Ticlio (22) salió de su casa el pasado 23 de febrero para asistir a una entrevista de trabajo en Trujillo y desde entonces no se sabe nada de ella. Su familia está desesperada, y su pequeño hijo de 2 años pregunta todos los días por su mamá. ÚLTIMA UBICACIÓN: Distrito de La Esperanza, Trujillo. VESTIMENTA: Polo blanco Adidas, jean celeste y zapatillas blancas con detalles turquesa. PROFESIÓN: Enfermera del Hospital Regional de Trujillo, brindó atención durante la tragedia del Real Plaza. SEÑAS PARTICULARES: Tatuaje en el hombro derecho con imágenes de El Rey León, Pumba y Timón. Tatuaje en el antebrazo izquierdo con iniciales “E.D.S.” y el nombre “Nano”. Tatuaje en la cadera con el nombre “Danixa”. Cicatriz de un corte en la mano izquierda. SU FAMILIA PIDE AYUDA: Si tienes información, comunícate al  957 989 394. También solicitan acceso a cámaras de seguridad cercanas para obtener pistas sobre su paradero. ¡Comparte esta publicación para ayudar a encontrar a Nayeli! #AyudanosACompartir #Trujillo #Desaparecidos #RealPlazaTrujillo",https://www.facebook.com/203832843465588/posts/1115534080585538,Other,1068,351,689,28
492,2025-03-19 16:17:25,El Búho.pe,"Militares resguardan Larcomar en el primer día del estado de emergencia en Lima y Callao, generando críticas. Usuarios cuestionaron que no se refuerce la seguridad en zonas con sicariato y extorsión, mientras la violencia dejó tres asesinatos en 24 horas.",https://www.facebook.com/479645085396372/posts/1279194580408768,Photo,680,468,58,154
493,2025-03-19 18:15:22,No a Keiko,"14 Crímenes en las últimas 24 horas. Mientras el Ejército del Perú paseando por Larcomar.Sabes cuál es el Presupuesto del Ejército éste año ?Te cuesta $3,420 MILLONES de DOLARES, de TÚ  plata.Y para qué nos sirve? ** NO olvidamos a Gomez De La Torre Asesino ** #QueSeVayanTodos",https://www.facebook.com/109775807107/posts/1075610011278154,Other,565,387,129,49
494,2025-03-19 21:19:54,Radio RCC Tacna,#RCCPregunta | ¿Otros locales en riesgo?  Ante la clausura temporal de Plaza Vea y el Centro Comercial Solari por incumplimiento de las normas de seguridad. ¿ Qué otros locales deben ser clausurados?,https://www.facebook.com/533644226783250/posts/1221430066049227,Photo,229,151,14,64
495,2025-03-21 11:55:10,JV Noticias,"¡ATENCIÓN, AREQUIPA!  ¡DESDE LIMA LLEGA LA FERIA DE GAMARRA!  MODA, CALIDAD Y PRECIOS DE FÁBRICA DIRECTO DEL EMPORIO TEXTIL MÁS GRANDE DE SUDAMÉRICA  UBICACIÓN: LOSA DEPORTIVA DE LA COOPERATIVA 58 (Frente al Mall Aventura Porongoche) SOLO POR 4 DÍAS  Jueves 20 de marzo Viernes 21 de marzo Sábado 22 de marzo Domingo 23 de marzo HORARIO: 9:00 a. m. - 9:00 p. m. ¡APROVECHA, QUE VOLAMOS A OTRA CIUDAD!  ¿QUÉ TRAEMOS PARA TI? Las últimas tendencias en moda  Ropa para hombres, mujeres y niños  Calzado para toda la familia  Precios directos de taller y descuentos exclusivos  GRAN SORTEO PARA NUESTROS CLIENTES  Por cada compra, recibe un ticket y gana uno de los 200 premios GRATIS!  ¡Etiqueta a tus amigos, comparte y síguenos en Facebook y TikTok: LA FERIA DE GAMARRA! LLEGA PRIMERO Y APROVECHA LAS MEJORES OFERTAS",https://www.facebook.com/108340980811899/posts/1117391837069020,Native Video,185,7,178,0
496,2025-03-22 03:55:36,Ozono Televisión,"Durante la marcha contra la delincuencia se hizo memoria a los fallecidos por la tragedia del Real Plaza en Trujillo. Más abajo se lee “Dina, por qué no te operas el cerebro”.",https://www.facebook.com/154872264544597/posts/1053938496763764,Photo,2144,1847,215,82
497,2025-03-22 19:11:49,N60 Noticias,"#loúltimo|| INCENDIO ATRÁS DEL OPEN PLAZA Se registra un siniestro en la urb. Los Jardines, en la calle Jaime de Hermosilla. Los bomberos ya se encuentran en la zona controlando el incendio.",https://www.facebook.com/271385249897782/posts/1244216863946986,Native Video,120,104,15,1
498,2025-03-23 17:22:50,Diario El Comercio (Perú),"Patricia Liberto Salcedo desapareció tras la caída de un bus al río Chancay, y Nayeli Danicsa Dávalos Ticlio, enfermera, luego de atender a los heridos por el colapso del techo en el Real Plaza de Trujillo. Dos casos distintos, pero igual de alarmantes, que comparten un preocupante silencio: al parecer, no hay suficiente interés de las autoridades en encontrarlas. Toda la información aquí: https://bit.ly/4iTNjTq(: Captura)",https://www.facebook.com/71263708835/posts/1093347926153484,Photo,874,695,153,26
499,2025-03-24 00:52:47,Exitosa Noticias,"En diálogo con Exitosa, Eduardo Pérez Rocha, exdirector de la PNP, criticó el despliegue del personal militar en Larcomar, Miraflores, como parte de la declaratoria de estado de emergencia en Lima y Callao: ""FF. AA. deben ser designados en puntos críticos"", afirmó.",https://www.facebook.com/263086333713289/posts/1077996051030119,Link,278,196,9,73
500,2025-03-24 20:35:41,Diario Gestión,"Centro comercial Patio Panorama anunció el cierre del supermercado Wong, ubicado en este espacio comercial de Surco desde hace ocho años. ¿Qué informa el propietario de la dicha cadena, Cencosud?",https://www.facebook.com/183538434997743/posts/1092849092881404,Link,120,94,10,17
501,2025-03-25 05:20:04,Cajamarca Noticiosa,"Reportan robó de moto lineal en el Jr. Los Dogos / #Cajamarca Ayer al promediar las 5:10 pm , y 5 :13 pm, en el Jr los dogos cuadra 4 a espaldas del Mega Plaza se roban una moto lineal, se ve claramente como minutos antes se acerca a la moto para luego regresar y llevarla empujandola. La moto es de un joven que lo usa para trabajar en delivery, el cual ahora se quedo sin su herramienta de trabajo. Si lo reconocen denuncienlo.",https://www.facebook.com/365897023826812/posts/697782759255243,Native Video,595,454,116,25
502,2025-03-25 13:09:46,La República,"Un video grabado por un comensal que se encontraba en una de las mesas dejó evidencia del incidente ocurrido en el patio de comidas del centro comercial Plaza Norte, cerca del módulo de Dunkin' Donuts.",https://www.facebook.com/94604237016/posts/1106670661491916,Link,169,139,14,16
503,2025-03-25 18:12:25,Chimbote Noticias,#LoÚltimo CIERRAN TEMPORALMENTE EL MEGAPLAZA CHIMBOTE POR NO LEVANTAR OBSERVACIONES,https://www.facebook.com/1743574359230221/posts/1148529617187625,Photo,408,319,43,46
504,2025-03-25 22:50:05,Wapa.pe,#FotoNoticia | ¡CIERRE DEFINITIVO!  La noticia ha sorprendido a sus clientes habituales. Conoce el impensado motivo de su decisión.  En esta nota te contamos todos los detalles https://wapa.pe/ocio/2025/03/22/wong-cierra-su-tienda-en-patio-panorama-deja-mensaje-genera-expectativa-804408,https://www.facebook.com/351870171497926/posts/1115041107334266,Photo,213,161,13,39
505,2025-03-26 12:59:46,El Chilalo Noticias,"JOVENCITA MUERE TRAS LIPOSUCCIÓN Y CLÍNICA CULPA A SUERODaniela Quispe Díaz, una joven administradora de 23 años de edad, murió tras someterse a una liposucción y sus familiares aseguran que fue negligencia médica. Sin embargo, clínica O2 Medical Network, ubicada en el distrito de Santiago, en la región #Cusco, donde se llevó a cabo el procedimiento, aseguran que fue una reacción a un suero fisiológico del laboratorio Mifarma y que habrían más afectados. Los familiares y amigos de la administradora llegaron hasta los exteriores de la clínica para exigir justicia u explicaron que esperan los resultados de la necropsia de ley para proceder de manera legal.""Pedimos justicia porque mi hija solo tenía 23 años, era una profesional y era mi sustento. Pedimos justicia al Ministerio Público y al Ministerio de Justicia, por favor, que nos apoyen porque nadie nos está ayudando"", manifestó Sonia, madre de Daniela Quispe.Mientras, la clínica publicó un comunicado en el que informó que otros 4 de sus pacientes, a los que se les aplicó suero fisiológico al 0.9% (lote 2123 624) del laboratorio Medifarma tuvieron reacciones adversas e incluso uno está en una Unidad de Cuidados Intensivos (UCI).""No obstante, queremos ser enfáticos en que tanto la clínica como el médico actuaron conforme a los protocolos establecidos y sin conocimiento previo de que el medicamento suministrado presentaba posibles irregularidades en su composición"", indicó la clínicaAnte esto, y más casos registrados también en #Lima y #LaLibertad, la Dirección General de Medicamentos, Insumos y Drogas (Digemid) emitió una alerta sanitaria n.° 38-2025 alertando a los establecimientos de salud públicos y privados sobre la sospecha de reacciones adversas relacionada al lote de suero fisiológico.",https://www.facebook.com/163059720503952/posts/696139722748653,Photo,447,319,90,38
506,2025-03-26 18:52:04,Exitosa Trujillo,"#ExitosaTrujillo | Uno de los sobrevivientes de la tragedia del 21 de febrero en el patio de comidas del ""Real Plaza"" de Trujillo, contó para Exitosa los momentos que vivió junto a su papá, esposa e hijo.  RadioExitosa: 103.3 FM ExitosaTV: 43 señal abierta exitosanoticias.pe WhatsApp: 934 983 198 - 934 983 206.",https://www.facebook.com/110677923630795/posts/1103252625172035,Native Video,1496,1279,165,52
507,2025-03-27 02:49:09,Puno es el Perú,"¡DE #RIPLEY! ¡VLADIMIR CERRÓN, LIBRE DE POLVO Y PAJA, INCLUSO PODRÍA SER CANDIDATO PRESIDENCIAL! La Sala Penal Permanente de la Corte Suprema absolvió al líder de Perú Libre, Vladimir Cerrón, en caso Aeródromo Wanka. Se declaró fundado en parte el recurso de casación interpuesto por Cerrón y revocó la sentencia que lo condenó a 3 años y 6 meses de prisión efectiva.  Más información en rpp.pe",https://www.facebook.com/2054400131295806/posts/1158920329578187,Photo,161,102,21,38
